step=1216 Jev -> move_backward | red_mean=54.5 | enemy_visible=no
step=1224 Jev -> move_backward | red_mean=51.3 | enemy_visible=no
step=1232 Jev -> move_backward | red_mean=54.8 | enemy_visible=no
step=1240 Jev -> move_backward | red_mean=55.5 | enemy_visible=no
step=1248 Jev -> move_backward | red_mean=56.3 | enemy_visible=no
step=1256 Jev -> move_backward | red_mean=54.5 | enemy_visible=no
step=1264 Jev -> move_backward | red_mean=56.6 | enemy_visible=no
step=1272 Jev -> move_backward | red_mean=54.8 | enemy_visible=no
step=1280 Jev -> move_forward | red_mean=55.5 | enemy_visible=no
step=1288 Jev -> move_forward | red_mean=60.7 | enemy_visible=no
step=1296 Jev -> move_forward | red_mean=46.0 | enemy_visible=no
step=1304 Jev -> move_forward | red_mean=49.7 | enemy_visible=no
step=1312 Jev -> move_forward | red_mean=34.2 | enemy_visible=no
step=1320 Jev -> move_forward | red_mean=49.6 | enemy_visible=no
step=1328 Jev -> move_forward | red_mean=55.7 | enemy_visible=no
step=1336 Jev -> move_forward | red_mean=56.0 | enemy_visible=no
step=1344 Jev -> move_forward | red_mean=56.1 | enemy_visible=no
step=1352 Jev -> move_forward | red_mean=56.0 | enemy_visible=no
step=1360 Jev -> move_forward | red_mean=56.0 | enemy_visible=no
